Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-225, 41000, 0, 138.1, 2.00, 0.20, 0.86, 137.8
create-asset-load-300, 62181, 0, 209.4, 2.68, 0.20, 0.99, 208.9
create-asset-load-375, 65994, 0, 222.4, 2.93, 0.22, 1.06, 222.3
create-asset-load-450, 66624, 0, 224.5, 3.92, 0.23, 1.12, 224.3
create-asset-load-525, 81325, 0, 274.0, 3.51, 0.24, 1.21, 273.4
create-asset-load-600, 71964, 0, 242.0, 4.56, 0.34, 1.58, 241.2
create-asset-load-675, 72951, 0, 245.1, 4.74, 0.28, 1.50, 244.7
create-asset-load-750, 75245, 0, 252.0, 6.20, 0.28, 1.85, 251.8
create-asset-load-825, 75631, 0, 252.8, 5.37, 0.28, 1.96, 252.6
create-asset-load-900, 73343, 0, 245.9, 6.10, 0.19, 2.24, 243.8

Benchmark 9
create-asset-load-75, 24297, 0, 81.9, 1.49, 0.15, 0.69, 81.7
create-asset-load-150, 31756, 0, 107.1, 1.57, 0.11, 0.79, 106.9
create-asset-load-225, 44269, 0, 149.0, 2.10, 0.19, 0.83, 148.7
create-asset-load-300, 64878, 0, 218.0, 2.44, 0.20, 0.95, 217.7
create-asset-load-375, 65368, 0, 220.3, 3.00, 0.17, 1.03, 219.9
create-asset-load-450, 69921, 0, 235.1, 3.15, 0.19, 1.07, 234.6
create-asset-load-525, 76367, 0, 256.1, 3.04, 0.27, 1.23, 255.8
create-asset-load-600, 71110, 0, 239.0, 4.24, 0.21, 1.55, 238.6
create-asset-load-675, 83510, 0, 280.7, 4.57, 0.39, 1.33, 280.2
create-asset-load-750, 73687, 0, 247.0, 5.36, 0.39, 1.85, 246.5
create-asset-load-825, 81254, 0, 273.1, 4.45, 0.25, 1.90, 271.0
create-asset-load-900, 72844, 0, 244.1, 5.65, 0.46, 2.24, 243.7
